start_time,end_time,dominant_object,non_dominant_object,interaction_type
207.3005,208.3951,Hand,FailOnTouchObstacleLong,PickedUp
207.6889,207.9444,Hand,FailOnTouchObstacleMed,RightGate
207.6889,208.1445,Hand,FailOnTouchObstacleShort,RightGate
207.8333,207.8778,Hand,FailOnTouchObstacleLong,RightGate
208.8445,209.0556,Hand,FailOnTouchObstacleShort,RightGate
208.8445,209.0556,Hand,FailOnTouchObstacleMed,RightGate
208.9,209.1667,HandToWrist,FailOnTouchObstacleShort,RightGate
208.9,209.1667,HandToWrist,FailOnTouchObstacleMed,RightGate
209.0333,209.2889,Hand,FailOnTouchObstacleLong,LeftGate
209.0333,212.9889,WristToElbow,FailOnTouchObstacleShort,RightGate
209.0333,212.9889,WristToElbow,FailOnTouchObstacleMed,RightGate
209.0778,211.8778,HandToWrist,FailOnTouchObstacleLong,LeftGate
209.2111,212.8556,WristToElbow,FailOnTouchObstacleLong,LeftGate
209.3667,210.2889,Hand,FailOnTouchObstacleLong-1,Pushed
209.3889,209.9111,Hand,FailOnTouchObstacleShort-1,RightGate
209.3889,209.9111,Hand,FailOnTouchObstacleMed-1,RightGate
209.4,209.6,Hand,FailOnTouchObstacleLong-1,LeftGate
209.5793,210.8527,Hand,FailOnTouchObstacleLong-1,PickedUp
209.7333,210.1889,Hand,FailOnTouchObstacleLong-1,LeftGate
209.9,210.1,Hand,FailOnTouchObstacleLong-1,RightGate
210.6445,210.6667,Hand,FailOnTouchObstacleLong-1,LeftGate
210.6889,211.0556,Hand,FailOnTouchObstacleLong-1,LeftGate
211.0087,211.0533,Hand,FailOnTouchObstacleLong-1,PickedUp
211.0889,211.1889,Hand,FailOnTouchObstacleLong-1,LeftGate
211.4556,211.7222,Hand,FailOnTouchObstacleLong,LeftGate
211.7,211.9556,Hand,FailOnTouchObstacleShort-1,RightGate
211.7,211.9556,Hand,FailOnTouchObstacleMed-1,RightGate
211.7556,212.1778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
211.7556,212.1778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
211.7778,212.0778,Hand,FailOnTouchObstacleLong-1,LeftGate
211.8445,212.7444,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
211.9333,212.6556,WristToElbow,FailOnTouchObstacleShort-1,RightGate
211.9333,212.6556,WristToElbow,FailOnTouchObstacleMed-1,RightGate
212.0333,212.5889,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
212.1889,212.4667,Hand,Target,Pushed
212.2938,,Hand,Target,PickedUp
212.4667,212.8,HandToWrist,FailOnTouchObstacleMed-1,RightGate
212.4667,212.8,HandToWrist,FailOnTouchObstacleShort-1,RightGate
212.5444,212.7667,Hand,FailOnTouchObstacleLong-1,LeftGate
212.6222,212.8111,Hand,FailOnTouchObstacleMed-1,RightGate
212.6222,212.8111,Hand,FailOnTouchObstacleShort-1,RightGate
212.7222,212.9556,HandToWrist,FailOnTouchObstacleLong,LeftGate
212.8,212.9667,Hand,FailOnTouchObstacleLong,LeftGate
212.9111,213.0667,HandToWrist,FailOnTouchObstacleMed,RightGate
212.9111,213.0667,HandToWrist,FailOnTouchObstacleShort,RightGate
212.9667,213.0778,Hand,FailOnTouchObstacleMed,RightGate
212.9667,213.0778,Hand,FailOnTouchObstacleShort,RightGate
