start_time,end_time,dominant_object,non_dominant_object,interaction_type
1455.933,1456.033,Hand,FailOnTouchObstacleLong-1,Pushed
1455.9779999999998,1456.033,Hand,FailOnTouchObstacleLong-1,LeftGate
1456.026,1457.1770000000001,Hand,FailOnTouchObstacleLong-1,PickedUp
1456.0439999999999,1457.256,Hand,FailOnTouchObstacleLong-1,LeftGate
1457.1889999999999,1457.256,Hand,FailOnTouchObstacleLong-1,RightGate
1457.211,,FailOnTouchObstacleLong,FailOnTouchObstacleLong-1,Pushed
1457.245,,FailOnTouchObstacleMed,FailOnTouchObstacleLong,Pushed
1457.767,1457.889,Hand,FailOnTouchObstacleLong,RightGate
1457.8,1457.967,HandToWrist,FailOnTouchObstacleLong,RightGate
1457.8329999999999,1457.9560000000001,Hand,FailOnTouchObstacleMed-1,LeftGate
1457.856,1457.9779999999998,Hand,FailOnTouchObstacleMed,RightGate
1457.8670000000002,1458.0220000000002,Hand,FailOnTouchObstacleLong-1,RightGate
1457.8670000000002,1458.056,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1457.878,1460.9779999999998,WristToElbow,FailOnTouchObstacleLong,RightGate
1457.878,1458.089,HandToWrist,FailOnTouchObstacleMed,RightGate
1457.9,1458.2,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1457.944,1460.911,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
1457.944,1458.145,Hand,FailOnTouchObstacleShort-1,LeftGate
1457.967,1460.9,WristToElbow,FailOnTouchObstacleMed,RightGate
1457.9779999999998,1459.3329999999999,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1457.989,1460.8329999999999,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1458.056,1460.8,Hand,FailOnTouchObstacleShort,RightGate
1458.1,1460.7779999999998,HandToWrist,FailOnTouchObstacleShort,RightGate
1458.111,1460.7779999999998,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1458.467,1458.5220000000002,Hand,Target,Pushed
1458.517,1458.529,Hand,Target,PickedUp
1458.533,1458.6670000000001,Hand,Target,Pushed
1458.889,1459.245,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1458.9979999999998,1459.009,Hand,Target,PickedUp
1459.145,1459.5220000000002,Hand,Target,Pushed
1459.3220000000001,1459.489,WristToElbow,FailOnTouchObstacleShort,RightGate
1459.366,1459.378,Hand,Target,PickedUp
1459.467,1460.1779999999999,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1459.656,1460.1670000000001,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1460.1329999999998,1460.1889999999999,Hand,Target,Pushed
1460.1670000000001,1460.2,WristToElbow,FailOnTouchObstacleShort,RightGate
1460.182,,Hand,Target,PickedUp
1460.2,1460.267,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1460.256,1460.289,WristToElbow,FailOnTouchObstacleShort,RightGate
1460.2779999999998,1460.878,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1460.489,1460.933,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1460.733,1460.889,Hand,FailOnTouchObstacleShort-1,LeftGate
1460.789,1460.933,Hand,FailOnTouchObstacleLong-1,RightGate
1460.8,1460.967,HandToWrist,FailOnTouchObstacleMed,RightGate
1460.8220000000001,1460.9779999999998,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1460.856,1460.967,Hand,FailOnTouchObstacleMed,RightGate
1460.878,1460.989,Hand,FailOnTouchObstacleMed-1,LeftGate
1460.9,1461.033,HandToWrist,FailOnTouchObstacleLong,RightGate
1460.944,1461.0439999999999,Hand,FailOnTouchObstacleLong,RightGate
