start_time,end_time,dominant_object,non_dominant_object,interaction_type
573.8778,575.0889,Hand,FailOnTouchObstacleShort,Pushed
573.9111,575.7556,Hand,FailOnTouchObstacleShort,RightGate
573.9111,574.2889,Hand,FailOnTouchObstacleLong,LeftGate
573.9111,574.2889,Hand,FailOnTouchObstacleMed,LeftGate
574.0429,574.903,Hand,FailOnTouchObstacleShort,PickedUp
575.2111,575.3778,Hand,FailOnTouchObstacleLong,LeftGate
575.2111,575.3778,Hand,FailOnTouchObstacleMed,LeftGate
575.2333,576.2333,HandToWrist,FailOnTouchObstacleShort,RightGate
575.2444,575.4667,HandToWrist,FailOnTouchObstacleLong,LeftGate
575.2444,575.4667,HandToWrist,FailOnTouchObstacleMed,LeftGate
575.3223,578.1223,WristToElbow,FailOnTouchObstacleLong,LeftGate
575.3223,578.1223,WristToElbow,FailOnTouchObstacleMed,LeftGate
575.4778,578.0333,WristToElbow,FailOnTouchObstacleShort,RightGate
575.6556,575.7333,Hand,FailOnTouchObstacleShort-1,Pushed
575.6778,575.7333,Hand,FailOnTouchObstacleShort-1,RightGate
575.6778,575.9111,Hand,FailOnTouchObstacleLong-1,LeftGate
575.6778,575.9111,Hand,FailOnTouchObstacleMed-1,LeftGate
575.7297,576.4333,Hand,FailOnTouchObstacleShort-1,PickedUp
575.7444,576.4445,Hand,FailOnTouchObstacleShort-1,RightGate
576.5778,576.7111,HandToWrist,FailOnTouchObstacleShort,RightGate
576.6556,577.9,Hand,FailOnTouchObstacleShort-1,RightGate
576.7,576.9222,Hand,FailOnTouchObstacleLong-1,LeftGate
576.7,576.9222,Hand,FailOnTouchObstacleMed-1,LeftGate
576.7556,577.1,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
576.7556,577.1,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
576.7667,577.8778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
576.9,577.8,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
576.9,577.8,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
576.9333,577.7778,WristToElbow,FailOnTouchObstacleShort-1,RightGate
577.4387,,Hand,Target,PickedUp
577.6778,577.9222,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
577.6778,577.9222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
577.7778,577.9333,Hand,FailOnTouchObstacleLong-1,LeftGate
577.7778,577.9333,Hand,FailOnTouchObstacleMed-1,LeftGate
577.8667,578.1445,HandToWrist,FailOnTouchObstacleShort,RightGate
577.9445,578.1556,Hand,FailOnTouchObstacleShort,RightGate
578.0222,578.2111,HandToWrist,FailOnTouchObstacleMed,LeftGate
578.0222,578.2111,HandToWrist,FailOnTouchObstacleLong,LeftGate
578.0778,578.2333,Hand,FailOnTouchObstacleLong,LeftGate
578.0778,578.2333,Hand,FailOnTouchObstacleMed,LeftGate
