start_time,end_time,dominant_object,non_dominant_object,interaction_type
1069.55,1070.3210000000001,Hand,FailOnTouchObstacleShort,PickedUp
1070.767,1070.9560000000001,Hand,FailOnTouchObstacleLong,RightGate
1070.767,1070.9560000000001,Hand,FailOnTouchObstacleMed,RightGate
1070.8110000000001,1071.1,HandToWrist,FailOnTouchObstacleLong,RightGate
1070.8110000000001,1071.1,HandToWrist,FailOnTouchObstacleMed,RightGate
1070.822,1071.089,Hand,FailOnTouchObstacleShort,LeftGate
1070.878,1072.022,HandToWrist,FailOnTouchObstacleShort,LeftGate
1070.933,1071.889,WristToElbow,FailOnTouchObstacleLong,RightGate
1070.933,1071.889,WristToElbow,FailOnTouchObstacleMed,RightGate
1071.011,1071.767,WristToElbow,FailOnTouchObstacleShort,LeftGate
1071.4489999999998,1072.7,Hand,FailOnTouchObstacleLong-1,PickedUp
1071.6889999999999,1072.133,HandToWrist,FailOnTouchObstacleLong,RightGate
1071.6889999999999,1072.133,HandToWrist,FailOnTouchObstacleMed,RightGate
1071.7,1072.089,Hand,FailOnTouchObstacleShort,LeftGate
1071.844,1072.1889999999999,Hand,FailOnTouchObstacleLong,RightGate
1071.844,1072.1889999999999,Hand,FailOnTouchObstacleMed,RightGate
1072.411,1073.733,FailOnTouchObstacleLong-1,FailOnTouchObstacleShort,Pushed
1072.789,1072.8,Hand,FailOnTouchObstacleLong-1,Pushed
1073.683,1074.923,Hand,FailOnTouchObstacleLong-1,PickedUp
1075.622,1075.8110000000001,Hand,FailOnTouchObstacleLong-1,LeftGate
1075.667,1075.944,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1075.789,1077.156,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1075.789,1076.011,Hand,FailOnTouchObstacleShort,LeftGate
1075.833,1076.1889999999999,HandToWrist,FailOnTouchObstacleShort,LeftGate
1075.856,1076.1,Hand,FailOnTouchObstacleMed,RightGate
1075.856,1076.1,Hand,FailOnTouchObstacleLong,RightGate
1075.9,1076.3,HandToWrist,FailOnTouchObstacleLong,RightGate
1075.9,1076.3,HandToWrist,FailOnTouchObstacleMed,RightGate
1075.989,1079.056,WristToElbow,FailOnTouchObstacleShort,LeftGate
1076.056,1078.922,WristToElbow,FailOnTouchObstacleLong,RightGate
1076.056,1078.922,WristToElbow,FailOnTouchObstacleMed,RightGate
1076.6,1077.211,Hand,FailOnTouchObstacleShort-1,RightGate
1076.6,1077.211,Hand,FailOnTouchObstacleMed-1,LeftGate
1076.7,1077.733,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1076.7,1077.733,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1077.056,1078.1889999999999,WristToElbow,FailOnTouchObstacleShort-1,RightGate
1077.056,1078.1889999999999,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
1077.844,1078.389,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
1077.844,1078.389,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1077.861,,Hand,Target,PickedUp
1078.111,1078.422,Hand,FailOnTouchObstacleMed-1,LeftGate
1078.111,1078.422,Hand,FailOnTouchObstacleShort-1,RightGate
1078.178,1079.489,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
1078.645,1079.233,HandToWrist,FailOnTouchObstacleLong,RightGate
1078.645,1079.233,HandToWrist,FailOnTouchObstacleMed,RightGate
1078.767,1079.367,HandToWrist,FailOnTouchObstacleShort,LeftGate
1078.844,1079.3,Hand,FailOnTouchObstacleLong,RightGate
1078.844,1079.3,Hand,FailOnTouchObstacleMed,RightGate
1078.9560000000001,1079.444,Hand,FailOnTouchObstacleShort,LeftGate
1079.156,1079.833,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
1079.378,1079.911,Hand,FailOnTouchObstacleLong-1,LeftGate
