start_time,end_time,dominant_object,non_dominant_object,interaction_type
732.95,733.8102,Hand,FailOnTouchObstacleMed,PickedUp
734.1556,734.4556,Hand,FailOnTouchObstacleMed,RightGate
734.2444,734.5889,HandToWrist,FailOnTouchObstacleMed,RightGate
734.2667,734.5,Hand,FailOnTouchObstacleShort,RightGate
734.2667,734.5,Hand,FailOnTouchObstacleLong,LeftGate
734.3223,734.6556,HandToWrist,FailOnTouchObstacleShort,RightGate
734.3223,734.6556,HandToWrist,FailOnTouchObstacleLong,LeftGate
734.4333,738.0444,WristToElbow,FailOnTouchObstacleMed,RightGate
734.4778,738.0111,WristToElbow,FailOnTouchObstacleShort,RightGate
734.4778,738.0111,WristToElbow,FailOnTouchObstacleLong,LeftGate
734.9049,735.6532,Hand,FailOnTouchObstacleLong-1,PickedUp
736.2444,736.6778,Hand,FailOnTouchObstacleShort-1,LeftGate
736.2444,736.6778,Hand,FailOnTouchObstacleMed-1,LeftGate
736.2667,736.7444,Hand,FailOnTouchObstacleLong-1,RightGate
736.3445,736.9111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
736.3445,736.9111,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
736.3778,736.9556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
736.6,737.5,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
736.6,737.5,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
736.6223,737.5,WristToElbow,FailOnTouchObstacleLong-1,RightGate
737.0947,,Hand,Target,PickedUp
737.2778,737.6667,HandToWrist,FailOnTouchObstacleLong-1,RightGate
737.3,737.6778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
737.3,737.6778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
737.4111,737.7,Hand,FailOnTouchObstacleLong-1,RightGate
737.4445,737.7111,Hand,FailOnTouchObstacleMed-1,LeftGate
737.4445,737.7111,Hand,FailOnTouchObstacleShort-1,LeftGate
737.8778,738.1223,HandToWrist,FailOnTouchObstacleLong,LeftGate
737.8778,738.1223,HandToWrist,FailOnTouchObstacleShort,RightGate
737.9333,738.1556,HandToWrist,FailOnTouchObstacleMed,RightGate
737.9667,738.1445,Hand,FailOnTouchObstacleLong,LeftGate
737.9667,738.1445,Hand,FailOnTouchObstacleShort,RightGate
738.0111,738.1556,Hand,FailOnTouchObstacleMed,RightGate
