start_time,end_time,dominant_object,non_dominant_object,interaction_type
799.7202,800.6027,Hand,FailOnTouchObstacleMed,PickedUp
801.0333,801.2556,Hand,FailOnTouchObstacleShort,RightGate
801.0333,801.2556,Hand,FailOnTouchObstacleLong,LeftGate
801.0889,801.3778,HandToWrist,FailOnTouchObstacleShort,RightGate
801.0889,801.3778,HandToWrist,FailOnTouchObstacleLong,LeftGate
801.1334,801.4111,Hand,FailOnTouchObstacleMed,RightGate
801.1778,801.5667,HandToWrist,FailOnTouchObstacleMed,RightGate
801.2,,WristToElbow,FailOnTouchObstacleShort,RightGate
801.2,,WristToElbow,FailOnTouchObstacleLong,LeftGate
801.3112,806.3112,WristToElbow,FailOnTouchObstacleMed,RightGate
801.6556,802.8334,Hand,FailOnTouchObstacleMed-1,Pushed
801.6889,801.7444,Hand,FailOnTouchObstacleLong-1,RightGate
801.7,802.0,Hand,FailOnTouchObstacleMed-1,LeftGate
801.7087,802.7251,Hand,FailOnTouchObstacleMed-1,PickedUp
801.7111,802.8112,Hand,FailOnTouchObstacleMed-1,RightGate
802.0889,803.1,Hand,FailOnTouchObstacleLong-1,RightGate
802.1667,802.2333,Hand,FailOnTouchObstacleMed-1,LeftGate
802.2667,802.2889,Hand,FailOnTouchObstacleMed-1,LeftGate
802.3,803.0444,HandToWrist,FailOnTouchObstacleLong-1,RightGate
802.6334,802.8,Hand,FailOnTouchObstacleMed-1,LeftGate
803.1111,803.4333,HandToWrist,FailOnTouchObstacleMed,RightGate
803.6,804.6334,Hand,FailOnTouchObstacleLong-1,Pushed
803.6080000000001,804.6241,Hand,FailOnTouchObstacleLong-1,PickedUp
803.6223,803.6778,Hand,FailOnTouchObstacleLong-1,RightGate
803.6334,803.7111,Hand,FailOnTouchObstacleShort-1,RightGate
803.6889,803.7,Hand,FailOnTouchObstacleLong-1,RightGate
804.0111,804.8889,HandToWrist,FailOnTouchObstacleMed,RightGate
804.0111,804.0444,Hand,FailOnTouchObstacleLong-1,RightGate
804.0667,804.1,Hand,FailOnTouchObstacleLong-1,RightGate
804.1111,804.1223,Hand,FailOnTouchObstacleLong-1,RightGate
804.1334,804.1445,Hand,FailOnTouchObstacleLong-1,RightGate
804.1556,804.6111,Hand,FailOnTouchObstacleLong-1,RightGate
804.2333,804.7889,Hand,FailOnTouchObstacleMed,RightGate
804.9333,805.1334,Hand,FailOnTouchObstacleShort-1,RightGate
804.9667,805.3112,HandToWrist,FailOnTouchObstacleShort-1,RightGate
804.9778,805.9889,Hand,FailOnTouchObstacleLong-1,LeftGate
805.0556,805.9667,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
805.1,805.9222,WristToElbow,FailOnTouchObstacleShort-1,RightGate
805.2556,805.7667,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
805.3112,805.7111,Hand,FailOnTouchObstacleMed-1,LeftGate
805.3556,805.6111,Hand,Target,Pushed
805.5444,805.5667,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
805.5961,,Hand,Target,PickedUp
805.7222,806.0667,HandToWrist,FailOnTouchObstacleShort-1,RightGate
805.8778,806.0889,Hand,FailOnTouchObstacleShort-1,RightGate
806.1556,,HandToWrist,FailOnTouchObstacleMed,RightGate
806.2444,,Hand,FailOnTouchObstacleMed,RightGate
806.2444,,HandToWrist,FailOnTouchObstacleLong,LeftGate
806.2444,,HandToWrist,FailOnTouchObstacleShort,RightGate
806.3112,,Hand,FailOnTouchObstacleLong,LeftGate
806.3112,,Hand,FailOnTouchObstacleShort,RightGate
806.3112,,HandToWrist,Target,Pushed
