start_time,end_time,dominant_object,non_dominant_object,interaction_type
1325.6670000000001,1326.889,Hand,FailOnTouchObstacleMed-1,RightGate
1325.745,1328.067,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1326.1689999999999,1327.52,Hand,FailOnTouchObstacleLong-1,PickedUp
1326.8110000000001,1329.245,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1328.503,1329.0620000000001,Hand,FailOnTouchObstacleMed,PickedUp
1328.711,1329.6670000000001,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1329.089,1329.511,Hand,FailOnTouchObstacleMed-1,RightGate
1329.4779999999998,1330.433,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1329.578,1329.878,Hand,FailOnTouchObstacleMed,LeftGate
1329.622,1330.256,HandToWrist,FailOnTouchObstacleMed,LeftGate
1329.8220000000001,1330.578,Hand,FailOnTouchObstacleLong-1,RightGate
1329.8220000000001,1331.9779999999998,WristToElbow,FailOnTouchObstacleMed,LeftGate
1329.889,1331.2220000000002,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1330.257,1330.793,Hand,FailOnTouchObstacleShort,PickedUp
1330.378,1331.889,WristToElbow,FailOnTouchObstacleLong-1,RightGate
1330.4560000000001,1331.033,Hand,FailOnTouchObstacleShort-1,RightGate
1330.556,1331.0,HandToWrist,FailOnTouchObstacleShort-1,RightGate
1330.911,1331.089,Hand,FailOnTouchObstacleLong-1,RightGate
1331.056,1331.2779999999998,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1331.156,1331.389,Hand,FailOnTouchObstacleShort,RightGate
1331.211,1331.8220000000001,HandToWrist,FailOnTouchObstacleShort,RightGate
1331.356,1331.7220000000002,WristToElbow,FailOnTouchObstacleShort,RightGate
1331.389,1331.6889999999999,Hand,FailOnTouchObstacleLong,RightGate
1331.4560000000001,1331.645,HandToWrist,FailOnTouchObstacleLong,RightGate
1331.5220000000002,1331.556,Hand,Target,Pushed
1331.586,,Hand,Target,PickedUp
1331.6779999999999,1331.8329999999999,Hand,FailOnTouchObstacleShort,RightGate
1331.789,1332.111,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1331.8110000000001,1331.967,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1331.878,1331.967,Hand,FailOnTouchObstacleLong-1,RightGate
1331.911,1332.0439999999999,HandToWrist,FailOnTouchObstacleMed,LeftGate
1331.9560000000001,1332.0439999999999,Hand,FailOnTouchObstacleMed,LeftGate
1332.0439999999999,1332.1779999999999,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1332.089,1332.1889999999999,Hand,FailOnTouchObstacleMed-1,RightGate
