start_time,end_time,dominant_object,non_dominant_object,interaction_type
322.7581,324.5457,Hand,FailOnTouchObstacleLong,PickedUp
323.9222,324.9222,Hand,FailOnTouchObstacleMed,RightGate
324.0445,324.8778,HandToWrist,FailOnTouchObstacleMed,RightGate
325.6735,326.4107,Hand,FailOnTouchObstacleMed,PickedUp
325.8778,326.7,Hand,FailOnTouchObstacleShort,RightGate
326.0111,326.8222,HandToWrist,FailOnTouchObstacleShort,RightGate
326.0667,326.8889,Hand,FailOnTouchObstacleMed,RightGate
326.5778,326.9889,WristToElbow,FailOnTouchObstacleShort,RightGate
326.6,327.6333,HandToWrist,FailOnTouchObstacleMed,RightGate
326.8222,327.5,WristToElbow,FailOnTouchObstacleMed,RightGate
327.27099999999996,328.254,Hand,FailOnTouchObstacleMed-1,PickedUp
327.3778,327.5445,WristToElbow,FailOnTouchObstacleShort,RightGate
327.4445,327.6444,Hand,FailOnTouchObstacleMed,RightGate
327.5111,327.7111,HandToWrist,FailOnTouchObstacleShort,RightGate
327.5889,327.7444,Hand,FailOnTouchObstacleShort,RightGate
328.8222,328.9556,Hand,FailOnTouchObstacleMed-1,LeftGate
328.8556,329.0334,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
328.8889,329.0334,Hand,FailOnTouchObstacleShort,RightGate
328.9222,330.5222,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
328.9222,329.1333,HandToWrist,FailOnTouchObstacleShort,RightGate
328.9556,329.1333,Hand,FailOnTouchObstacleMed,RightGate
328.9889,329.2667,HandToWrist,FailOnTouchObstacleMed,RightGate
329.0,330.4445,WristToElbow,FailOnTouchObstacleShort,RightGate
329.1111,330.3667,WristToElbow,FailOnTouchObstacleMed,RightGate
329.2889,329.6,Hand,FailOnTouchObstacleShort-1,LeftGate
329.2889,329.6,Hand,FailOnTouchObstacleLong-1,RightGate
329.3445,329.8556,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
329.3445,329.8556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
329.5222,330.1556,Hand,FailOnTouchObstacleLong,LeftGate
329.5667,330.1444,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
329.5667,330.1444,WristToElbow,FailOnTouchObstacleLong-1,RightGate
329.5889,330.1333,HandToWrist,FailOnTouchObstacleLong,LeftGate
329.8556,329.9556,WristToElbow,FailOnTouchObstacleLong,LeftGate
329.9408,,Hand,Target,PickedUp
329.9556,330.2444,HandToWrist,FailOnTouchObstacleLong-1,RightGate
329.9556,330.2444,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
330.1111,330.2556,Hand,FailOnTouchObstacleLong-1,RightGate
330.1111,330.2556,Hand,FailOnTouchObstacleShort-1,LeftGate
330.2778,330.4556,HandToWrist,FailOnTouchObstacleMed,RightGate
330.3333,330.4667,Hand,FailOnTouchObstacleMed,RightGate
330.3556,330.5334,HandToWrist,FailOnTouchObstacleShort,RightGate
330.4,330.5445,Hand,FailOnTouchObstacleShort,RightGate
330.4222,330.5889,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
330.4667,330.6,Hand,FailOnTouchObstacleMed-1,LeftGate
