start_time,end_time,dominant_object,non_dominant_object,interaction_type
501.5111,501.6333,Hand,FailOnTouchObstacleShort,LeftGate
501.5111,501.6556,Hand,FailOnTouchObstacleMed,LeftGate
501.5111,501.6556,Hand,FailOnTouchObstacleLong,RightGate
501.5445,501.7556,HandToWrist,FailOnTouchObstacleShort,LeftGate
501.5445,501.7556,HandToWrist,FailOnTouchObstacleMed,LeftGate
501.5445,501.7556,HandToWrist,FailOnTouchObstacleLong,RightGate
501.6333,502.6111,WristToElbow,FailOnTouchObstacleShort,LeftGate
501.6333,505.6333,WristToElbow,FailOnTouchObstacleMed,LeftGate
501.6333,505.6556,WristToElbow,FailOnTouchObstacleLong,RightGate
501.9443,503.1953,Hand,FailOnTouchObstacleLong-1,PickedUp
502.4667,503.5778,HandToWrist,FailOnTouchObstacleLong,RightGate
502.4667,503.5778,HandToWrist,FailOnTouchObstacleMed,LeftGate
503.5,505.6333,WristToElbow,FailOnTouchObstacleShort,LeftGate
503.7432,505.1393,Hand,FailOnTouchObstacleLong-1,PickedUp
503.9445,504.6,HandToWrist,FailOnTouchObstacleLong,RightGate
503.9445,505.7444,HandToWrist,FailOnTouchObstacleMed,LeftGate
504.0556,504.4778,FailOnTouchObstacleLong-1,FailOnTouchObstacleLong,Pushed
504.7,505.7556,HandToWrist,FailOnTouchObstacleLong,RightGate
505.5667,505.7667,Hand,FailOnTouchObstacleMed,LeftGate
505.5889,505.7778,Hand,FailOnTouchObstacleLong,RightGate
505.6222,505.6445,HandToWrist,FailOnTouchObstacleShort,LeftGate
505.6778,505.7667,Hand,FailOnTouchObstacleShort,LeftGate
506.3222,507.6333,Hand,FailOnTouchObstacleLong,RightGate
506.3445,507.5222,Hand,FailOnTouchObstacleMed,Pushed
506.3667,507.5778,Hand,FailOnTouchObstacleShort,LeftGate
506.3667,507.4667,Hand,FailOnTouchObstacleMed,RightGate
506.4911,507.3286,Hand,FailOnTouchObstacleMed,PickedUp
506.5,506.6222,HandToWrist,FailOnTouchObstacleLong,RightGate
507.0334,507.2667,HandToWrist,FailOnTouchObstacleLong,RightGate
507.3778,507.3889,HandToWrist,FailOnTouchObstacleLong,RightGate
508.0,508.1556,Hand,FailOnTouchObstacleLong,RightGate
508.0111,508.1556,Hand,FailOnTouchObstacleShort,LeftGate
508.0222,508.1667,Hand,FailOnTouchObstacleMed,LeftGate
508.0334,508.2,HandToWrist,FailOnTouchObstacleLong,RightGate
508.0445,508.2222,HandToWrist,FailOnTouchObstacleShort,LeftGate
508.0556,508.2333,HandToWrist,FailOnTouchObstacleMed,LeftGate
508.1111,509.5667,WristToElbow,FailOnTouchObstacleLong,RightGate
508.1222,509.5556,WristToElbow,FailOnTouchObstacleShort,LeftGate
508.1333,509.5445,WristToElbow,FailOnTouchObstacleMed,LeftGate
508.2333,508.4222,Hand,FailOnTouchObstacleLong-1,RightGate
508.2778,508.5445,HandToWrist,FailOnTouchObstacleLong-1,RightGate
508.3222,508.5334,Hand,FailOnTouchObstacleShort-1,LeftGate
508.3222,508.5334,Hand,FailOnTouchObstacleMed-1,RightGate
508.3556,508.7222,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
508.3556,508.7222,HandToWrist,FailOnTouchObstacleMed-1,RightGate
508.3889,509.2556,WristToElbow,FailOnTouchObstacleLong-1,RightGate
508.4778,509.1778,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
508.4778,509.1778,WristToElbow,FailOnTouchObstacleMed-1,RightGate
508.8923,,Hand,Target,PickedUp
509.0,509.2889,HandToWrist,FailOnTouchObstacleMed-1,RightGate
509.0,509.2889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
509.1111,509.3556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
509.1111,509.3,Hand,FailOnTouchObstacleMed-1,RightGate
509.1111,509.3,Hand,FailOnTouchObstacleShort-1,LeftGate
509.2,509.3667,Hand,FailOnTouchObstacleLong-1,RightGate
509.4333,509.6111,HandToWrist,FailOnTouchObstacleMed,LeftGate
509.4445,509.6222,HandToWrist,FailOnTouchObstacleShort,LeftGate
509.4556,509.6333,HandToWrist,FailOnTouchObstacleLong,RightGate
509.4889,509.6333,Hand,FailOnTouchObstacleMed,LeftGate
509.4889,509.6445,Hand,FailOnTouchObstacleShort,LeftGate
509.5,509.6556,Hand,FailOnTouchObstacleLong,RightGate
