start_time,end_time,dominant_object,non_dominant_object,interaction_type
756.5065,757.3807,Hand,FailOnTouchObstacleLong,PickedUp
757.6778,757.8445,Hand,FailOnTouchObstacleMed,RightGate
757.6778,757.8445,Hand,FailOnTouchObstacleShort,RightGate
757.7222,757.9333,HandToWrist,FailOnTouchObstacleShort,RightGate
757.7222,757.9333,HandToWrist,FailOnTouchObstacleMed,RightGate
757.8334,760.5889,WristToElbow,FailOnTouchObstacleShort,RightGate
757.8334,759.0111,WristToElbow,FailOnTouchObstacleMed,RightGate
758.0667,759.2,Hand,FailOnTouchObstacleLong-1,Pushed
758.0844,759.0449,Hand,FailOnTouchObstacleLong-1,PickedUp
758.0889,758.3223,Hand,FailOnTouchObstacleShort-1,RightGate
758.0889,758.3223,Hand,FailOnTouchObstacleMed-1,RightGate
758.1,758.2889,Hand,FailOnTouchObstacleLong-1,LeftGate
758.1778,758.6223,Hand,FailOnTouchObstacleLong-1,RightGate
758.2,760.3445,Hand,FailOnTouchObstacleLong,LeftGate
758.2667,760.3112,HandToWrist,FailOnTouchObstacleLong,LeftGate
758.6445,758.6889,Hand,FailOnTouchObstacleLong-1,RightGate
758.6445,758.6556,Hand,FailOnTouchObstacleLong-1,LeftGate
758.6667,759.1667,Hand,FailOnTouchObstacleLong-1,LeftGate
759.2222,760.5889,WristToElbow,FailOnTouchObstacleMed,RightGate
759.4667,759.6889,Hand,FailOnTouchObstacleShort-1,RightGate
759.4667,759.6889,Hand,FailOnTouchObstacleMed-1,RightGate
759.5111,759.8778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
759.5111,759.8778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
759.6111,760.2778,Hand,FailOnTouchObstacleLong-1,LeftGate
759.6778,760.2556,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
759.6778,760.2556,WristToElbow,FailOnTouchObstacleShort-1,RightGate
759.6778,760.2556,WristToElbow,FailOnTouchObstacleMed-1,RightGate
759.7333,760.2,WristToElbow,FailOnTouchObstacleLong,LeftGate
759.8889,760.0778,Hand,Target,Pushed
759.9,760.0556,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
759.9386,,Hand,Target,PickedUp
760.0778,760.3778,HandToWrist,FailOnTouchObstacleMed-1,RightGate
760.0778,760.3778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
760.2222,760.4,Hand,FailOnTouchObstacleMed-1,RightGate
760.2222,760.4,Hand,FailOnTouchObstacleShort-1,RightGate
760.5,760.6667,HandToWrist,FailOnTouchObstacleMed,RightGate
760.5,760.6667,HandToWrist,FailOnTouchObstacleShort,RightGate
760.5556,760.6778,Hand,FailOnTouchObstacleMed,RightGate
760.5556,760.6778,Hand,FailOnTouchObstacleShort,RightGate
