start_time,end_time,dominant_object,non_dominant_object,interaction_type
354.1222,355.8333,Hand,FailOnTouchObstacleLong,Pushed
354.1667,356.1111,Hand,FailOnTouchObstacleShort,RightGate
354.1667,356.1111,Hand,FailOnTouchObstacleMed,LeftGate
354.1667,355.7889,Hand,FailOnTouchObstacleLong,RightGate
354.2303,355.5222,Hand,FailOnTouchObstacleLong,PickedUp
354.4333,356.2333,HandToWrist,FailOnTouchObstacleShort,RightGate
354.4333,356.2333,HandToWrist,FailOnTouchObstacleMed,LeftGate
354.4889,354.5445,Hand,FailOnTouchObstacleLong,LeftGate
354.7778,355.9556,WristToElbow,FailOnTouchObstacleShort,RightGate
354.7778,355.9556,WristToElbow,FailOnTouchObstacleMed,LeftGate
355.9667,356.3111,WristToElbow,FailOnTouchObstacleShort,RightGate
355.9667,359.7444,WristToElbow,FailOnTouchObstacleMed,LeftGate
356.0556,356.3667,Hand,FailOnTouchObstacleLong,RightGate
356.1111,356.7556,HandToWrist,FailOnTouchObstacleLong,RightGate
356.3111,359.6333,WristToElbow,FailOnTouchObstacleLong,RightGate
356.5778,357.9556,Hand,FailOnTouchObstacleLong-1,Pushed
356.6,358.5889,Hand,FailOnTouchObstacleShort-1,LeftGate
356.6,358.5889,Hand,FailOnTouchObstacleMed-1,LeftGate
356.6111,356.6222,Hand,FailOnTouchObstacleLong-1,RightGate
356.6172,357.8683,Hand,FailOnTouchObstacleLong-1,PickedUp
356.6333,356.7556,Hand,FailOnTouchObstacleLong-1,RightGate
356.7889,358.1333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
356.7889,358.1333,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
356.8556,358.4111,WristToElbow,FailOnTouchObstacleShort,RightGate
356.9778,357.1667,Hand,FailOnTouchObstacleLong-1,RightGate
357.1778,357.1889,Hand,FailOnTouchObstacleLong-1,RightGate
357.2,357.9,Hand,FailOnTouchObstacleLong-1,RightGate
358.1444,358.1889,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
358.1444,358.1889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
358.3445,358.8,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
358.3445,358.8,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
358.4556,359.0445,Hand,FailOnTouchObstacleLong-1,RightGate
358.5222,359.4445,HandToWrist,FailOnTouchObstacleLong-1,RightGate
358.5445,359.4445,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
358.5445,359.4445,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
358.8222,359.1444,Hand,Target,Pushed
358.8889,359.2333,WristToElbow,FailOnTouchObstacleLong-1,RightGate
359.1222,359.4667,Hand,FailOnTouchObstacleLong-1,RightGate
359.2087,,Hand,Target,PickedUp
359.2667,359.5778,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
359.2667,359.5778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
359.4111,359.5667,Hand,FailOnTouchObstacleMed-1,LeftGate
359.4111,359.5667,Hand,FailOnTouchObstacleShort-1,LeftGate
359.5445,359.7,HandToWrist,FailOnTouchObstacleLong,RightGate
359.6,359.7222,Hand,FailOnTouchObstacleLong,RightGate
359.6556,359.8,HandToWrist,FailOnTouchObstacleMed,LeftGate
359.7111,359.7667,Hand,FailOnTouchObstacleShort,RightGate
359.7111,359.8111,Hand,FailOnTouchObstacleMed,LeftGate
