start_time,end_time,dominant_object,non_dominant_object,interaction_type
850.4111,850.5667,Hand,FailOnTouchObstacleShort,RightGate
850.4111,850.5667,Hand,FailOnTouchObstacleLong,LeftGate
850.4111,850.5667,Hand,FailOnTouchObstacleMed,RightGate
850.4445,850.6556,HandToWrist,FailOnTouchObstacleShort,RightGate
850.4445,850.6556,HandToWrist,FailOnTouchObstacleLong,LeftGate
850.4445,850.6556,HandToWrist,FailOnTouchObstacleMed,RightGate
850.5111,853.5111,WristToElbow,FailOnTouchObstacleShort,RightGate
850.5111,853.5111,WristToElbow,FailOnTouchObstacleLong,LeftGate
850.5111,853.5111,WristToElbow,FailOnTouchObstacleMed,RightGate
851.1334,851.2222,Hand,FailOnTouchObstacleMed-1,Pushed
851.1778,851.2444,Hand,FailOnTouchObstacleShort-1,LeftGate
851.1889,851.2222,Hand,FailOnTouchObstacleMed-1,LeftGate
851.1889,851.2444,Hand,FailOnTouchObstacleLong-1,RightGate
851.2192,851.6993,Hand,FailOnTouchObstacleMed-1,PickedUp
851.2556,851.7556,Hand,FailOnTouchObstacleMed-1,LeftGate
852.0889,852.4,Hand,FailOnTouchObstacleShort-1,LeftGate
852.0889,852.4,Hand,FailOnTouchObstacleLong-1,RightGate
852.1556,852.6223,HandToWrist,FailOnTouchObstacleLong-1,RightGate
852.1556,852.6223,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
852.1778,852.7,Hand,FailOnTouchObstacleMed-1,LeftGate
852.2667,853.2222,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
852.3,853.2333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
852.3,853.2333,WristToElbow,FailOnTouchObstacleLong-1,RightGate
852.3556,853.2,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
852.8667,852.9,Hand,Target,Pushed
852.9615,,Hand,Target,PickedUp
852.9778,853.2333,Hand,FailOnTouchObstacleMed-1,LeftGate
853.0778,853.2778,HandToWrist,FailOnTouchObstacleLong-1,RightGate
853.0778,853.2778,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
853.1445,853.2889,Hand,FailOnTouchObstacleLong-1,RightGate
853.1445,853.2889,Hand,FailOnTouchObstacleShort-1,LeftGate
853.4222,853.5222,Hand,FailOnTouchObstacleLong,LeftGate
853.4222,853.5222,Hand,FailOnTouchObstacleMed,RightGate
853.4222,853.5222,Hand,FailOnTouchObstacleShort,RightGate
853.4333,853.5111,HandToWrist,FailOnTouchObstacleLong,LeftGate
853.4333,853.5111,HandToWrist,FailOnTouchObstacleMed,RightGate
853.4333,853.5111,HandToWrist,FailOnTouchObstacleShort,RightGate
