start_time,end_time,dominant_object,non_dominant_object,interaction_type
646.0779,646.9154,Hand,FailOnTouchObstacleShort,PickedUp
647.6223,648.8,Hand,FailOnTouchObstacleMed,Pushed
647.6445,649.1556,Hand,FailOnTouchObstacleLong,LeftGate
647.6445,647.7556,Hand,FailOnTouchObstacleMed,RightGate
647.7111,647.7556,Hand,FailOnTouchObstacleMed,LeftGate
647.7534,648.7473,Hand,FailOnTouchObstacleMed,PickedUp
647.7667,648.7889,Hand,FailOnTouchObstacleMed,LeftGate
647.7667,647.8556,Hand,FailOnTouchObstacleMed,RightGate
647.9333,648.7778,Hand,FailOnTouchObstacleMed,RightGate
648.0333,648.4333,Hand,FailOnTouchObstacleShort,RightGate
648.0889,649.2556,HandToWrist,FailOnTouchObstacleLong,LeftGate
648.0889,649.8445,HandToWrist,FailOnTouchObstacleShort,RightGate
648.2778,649.9222,WristToElbow,FailOnTouchObstacleShort,RightGate
648.8556,649.2111,Hand,FailOnTouchObstacleShort,RightGate
649.0333,650.0,WristToElbow,FailOnTouchObstacleLong,LeftGate
649.4961,650.3895,Hand,FailOnTouchObstacleLong-1,PickedUp
650.0111,650.0333,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.0444,650.0667,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.0778,650.1,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.1111,650.1334,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.1445,650.1667,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.1778,650.2,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.2111,650.2222,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.2333,650.2444,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.2556,650.2667,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.2778,650.2889,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.3,650.3112,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.3223,650.3334,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.3445,650.3556,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.3667,650.3778,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.3889,650.4,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.4111,650.4222,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.4333,650.4556,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.4667,650.4889,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.5,650.5222,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.5333,650.6445,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.5444,650.7222,Hand,FailOnTouchObstacleShort,RightGate
650.5667,650.8112,HandToWrist,FailOnTouchObstacleShort,RightGate
650.6556,650.6778,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.6889,652.2889,WristToElbow,FailOnTouchObstacleLong,LeftGate
650.7111,652.2333,WristToElbow,FailOnTouchObstacleShort,RightGate
650.8445,651.0,Hand,FailOnTouchObstacleShort-1,LeftGate
650.8445,651.0,Hand,FailOnTouchObstacleMed-1,RightGate
650.8778,651.1223,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
650.8778,651.1223,HandToWrist,FailOnTouchObstacleMed-1,RightGate
650.9445,651.3112,Hand,FailOnTouchObstacleLong-1,LeftGate
650.9445,651.9889,Hand,FailOnTouchObstacleMed,RightGate
650.9667,651.9667,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
650.9667,651.9667,WristToElbow,FailOnTouchObstacleMed-1,RightGate
650.9889,651.9111,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
651.0111,651.9445,HandToWrist,FailOnTouchObstacleMed,RightGate
651.0667,651.8556,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
651.4445,651.5444,Hand,Target,Pushed
651.663,,Hand,Target,PickedUp
651.6667,651.9333,Hand,FailOnTouchObstacleLong-1,LeftGate
651.8,652.0444,HandToWrist,FailOnTouchObstacleMed-1,RightGate
651.8,652.0444,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
651.9,652.0555,Hand,FailOnTouchObstacleShort-1,LeftGate
651.9,652.0555,Hand,FailOnTouchObstacleMed-1,RightGate
652.1334,652.3,HandToWrist,FailOnTouchObstacleShort,RightGate
652.1778,652.3112,Hand,FailOnTouchObstacleShort,RightGate
652.1889,652.3223,HandToWrist,FailOnTouchObstacleLong,LeftGate
652.2,652.3334,Hand,FailOnTouchObstacleLong,LeftGate
