start_time,end_time,dominant_object,non_dominant_object,interaction_type
711.4445,711.6,Hand,FailOnTouchObstacleShort,LeftGate
711.4445,711.6,Hand,FailOnTouchObstacleMed,RightGate
711.4445,711.6,Hand,FailOnTouchObstacleLong,RightGate
711.4778,711.6889,HandToWrist,FailOnTouchObstacleShort,LeftGate
711.4778,711.6889,HandToWrist,FailOnTouchObstacleMed,RightGate
711.4778,711.6889,HandToWrist,FailOnTouchObstacleLong,RightGate
711.5556,712.5444,WristToElbow,FailOnTouchObstacleShort,LeftGate
711.5556,712.5444,WristToElbow,FailOnTouchObstacleMed,RightGate
711.5556,712.5444,WristToElbow,FailOnTouchObstacleLong,RightGate
711.9333,712.2889,Hand,FailOnTouchObstacleMed-1,Pushed
711.9556,712.1778,Hand,FailOnTouchObstacleShort-1,RightGate
711.9556,712.1778,Hand,FailOnTouchObstacleLong-1,LeftGate
711.9556,712.1223,Hand,FailOnTouchObstacleMed-1,LeftGate
711.9778,712.1778,Hand,FailOnTouchObstacleMed-1,RightGate
712.1166,713.5662,Hand,FailOnTouchObstacleMed-1,PickedUp
712.1889,712.2111,Hand,FailOnTouchObstacleMed-1,RightGate
712.4333,712.6223,HandToWrist,FailOnTouchObstacleLong,RightGate
712.4333,712.6223,HandToWrist,FailOnTouchObstacleMed,RightGate
712.4333,712.6223,HandToWrist,FailOnTouchObstacleShort,LeftGate
712.4889,712.6334,Hand,FailOnTouchObstacleLong,RightGate
712.4889,712.6334,Hand,FailOnTouchObstacleMed,RightGate
712.4889,712.6334,Hand,FailOnTouchObstacleShort,LeftGate
712.8,713.6223,Hand,FailOnTouchObstacleMed-1,LeftGate
712.8,712.8889,Hand,FailOnTouchObstacleMed-1,RightGate
712.9889,713.0,Hand,FailOnTouchObstacleMed-1,RightGate
713.0556,713.0667,Hand,FailOnTouchObstacleMed-1,RightGate
713.1778,713.2111,Hand,FailOnTouchObstacleMed-1,RightGate
713.2778,713.6445,Hand,FailOnTouchObstacleMed-1,RightGate
714.0778,714.2333,Hand,FailOnTouchObstacleMed-1,RightGate
714.1223,714.3112,HandToWrist,FailOnTouchObstacleMed-1,RightGate
714.1223,714.2444,Hand,FailOnTouchObstacleShort,LeftGate
714.1223,714.2444,Hand,FailOnTouchObstacleMed,RightGate
714.1223,714.2444,Hand,FailOnTouchObstacleLong,RightGate
714.1556,714.3,HandToWrist,FailOnTouchObstacleShort,LeftGate
714.1556,714.3,HandToWrist,FailOnTouchObstacleMed,RightGate
714.1556,714.3,HandToWrist,FailOnTouchObstacleLong,RightGate
714.2111,715.5111,WristToElbow,FailOnTouchObstacleShort,LeftGate
714.2111,715.5111,WristToElbow,FailOnTouchObstacleMed,RightGate
714.2111,715.5111,WristToElbow,FailOnTouchObstacleLong,RightGate
714.2222,715.4889,WristToElbow,FailOnTouchObstacleMed-1,RightGate
714.3889,714.5667,Hand,FailOnTouchObstacleShort-1,RightGate
714.3889,714.5667,Hand,FailOnTouchObstacleLong-1,LeftGate
714.4222,714.7778,HandToWrist,FailOnTouchObstacleShort-1,RightGate
714.4222,714.7778,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
714.5222,715.2444,WristToElbow,FailOnTouchObstacleShort-1,RightGate
714.5222,715.2444,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
715.0325,,Hand,Target,PickedUp
715.0778,715.3223,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
715.0778,715.3223,HandToWrist,FailOnTouchObstacleShort-1,RightGate
715.1889,715.3445,Hand,FailOnTouchObstacleLong-1,LeftGate
715.1889,715.3445,Hand,FailOnTouchObstacleShort-1,RightGate
715.4222,715.5667,HandToWrist,FailOnTouchObstacleMed-1,RightGate
715.4445,715.5667,HandToWrist,FailOnTouchObstacleShort,LeftGate
715.4445,715.5667,HandToWrist,FailOnTouchObstacleLong,RightGate
715.4445,715.5667,HandToWrist,FailOnTouchObstacleMed,RightGate
715.4667,715.5667,Hand,FailOnTouchObstacleMed-1,RightGate
715.4667,715.5667,Hand,FailOnTouchObstacleLong,RightGate
715.4667,715.5667,Hand,FailOnTouchObstacleMed,RightGate
715.4667,715.5667,Hand,FailOnTouchObstacleShort,LeftGate
