start_time,end_time,dominant_object,non_dominant_object,interaction_type
747.1804,747.8613,Hand,FailOnTouchObstacleShort,PickedUp
747.6667,747.7111,FailOnTouchObstacleShort,FailOnTouchObstacleMed,Pushed
747.7222,747.7333,FailOnTouchObstacleShort,FailOnTouchObstacleMed,Pushed
747.7444,747.7556,FailOnTouchObstacleShort,FailOnTouchObstacleMed,Pushed
747.8889,747.9445,FailOnTouchObstacleMed,FailOnTouchObstacleShort,Pushed
748.3223,748.4222,Hand,FailOnTouchObstacleMed,RightGate
748.3223,748.4222,Hand,FailOnTouchObstacleLong,LeftGate
748.3445,748.4889,HandToWrist,FailOnTouchObstacleLong,LeftGate
748.3445,748.4889,HandToWrist,FailOnTouchObstacleMed,RightGate
748.3556,748.5,Hand,FailOnTouchObstacleShort,RightGate
748.3889,748.6111,HandToWrist,FailOnTouchObstacleShort,RightGate
748.4111,751.1334,WristToElbow,FailOnTouchObstacleLong,LeftGate
748.4111,751.1334,WristToElbow,FailOnTouchObstacleMed,RightGate
748.4445,749.0,WristToElbow,FailOnTouchObstacleShort,RightGate
748.6334,748.6556,Hand,FailOnTouchObstacleLong-1,Pushed
748.6545,749.9055,Hand,FailOnTouchObstacleLong-1,PickedUp
748.7333,749.2,HandToWrist,FailOnTouchObstacleShort,RightGate
748.8223,749.3223,Hand,FailOnTouchObstacleShort,RightGate
748.9445,749.5889,HandToWrist,FailOnTouchObstacleLong,LeftGate
748.9445,749.5889,HandToWrist,FailOnTouchObstacleMed,RightGate
749.2889,,FailOnTouchObstacleLong-1,FailOnTouchObstacleLong,Pushed
749.6667,749.9222,Hand,FailOnTouchObstacleLong-1,LeftGate
749.9222,750.1667,HandToWrist,FailOnTouchObstacleMed,RightGate
749.9333,750.1667,HandToWrist,FailOnTouchObstacleLong,LeftGate
750.1445,750.3112,Hand,FailOnTouchObstacleShort,RightGate
750.2,750.3667,HandToWrist,FailOnTouchObstacleShort,RightGate
750.2444,751.0889,WristToElbow,FailOnTouchObstacleShort,RightGate
750.2778,750.4445,Hand,FailOnTouchObstacleLong-1,LeftGate
750.3112,750.4556,Hand,FailOnTouchObstacleShort-1,LeftGate
750.3112,750.4556,Hand,FailOnTouchObstacleMed-1,RightGate
750.3223,751.0111,HandToWrist,FailOnTouchObstacleLong-1,LeftGate
750.3445,751.0,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
750.3445,751.0,HandToWrist,FailOnTouchObstacleMed-1,RightGate
750.4333,750.9,WristToElbow,FailOnTouchObstacleLong-1,LeftGate
750.4445,750.9,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
750.4445,750.9,WristToElbow,FailOnTouchObstacleMed-1,RightGate
750.6092,,Hand,Target,PickedUp
750.8667,751.0,Hand,FailOnTouchObstacleLong-1,LeftGate
750.8667,751.0,Hand,FailOnTouchObstacleMed-1,RightGate
750.8667,751.0,Hand,FailOnTouchObstacleShort-1,LeftGate
750.9889,751.1334,HandToWrist,FailOnTouchObstacleShort,RightGate
751.0222,751.1445,Hand,FailOnTouchObstacleShort,RightGate
751.0778,751.1889,HandToWrist,FailOnTouchObstacleLong,LeftGate
751.0778,751.1889,HandToWrist,FailOnTouchObstacleMed,RightGate
751.1111,751.2,Hand,FailOnTouchObstacleLong,LeftGate
751.1111,751.2,Hand,FailOnTouchObstacleMed,RightGate
