start_time,end_time,dominant_object,non_dominant_object,interaction_type
282.4111,282.6444,Hand,FailOnTouchObstacleShort,RightGate
282.4111,282.6444,Hand,FailOnTouchObstacleLong,LeftGate
282.4111,282.6444,Hand,FailOnTouchObstacleMed,RightGate
282.4556,282.7667,HandToWrist,FailOnTouchObstacleShort,RightGate
282.4556,282.7667,HandToWrist,FailOnTouchObstacleLong,LeftGate
282.4556,282.7667,HandToWrist,FailOnTouchObstacleMed,RightGate
282.5778,285.2889,WristToElbow,FailOnTouchObstacleShort,RightGate
282.5778,285.2889,WristToElbow,FailOnTouchObstacleLong,LeftGate
282.5778,285.2889,WristToElbow,FailOnTouchObstacleMed,RightGate
283.3928,284.2642,Hand,FailOnTouchObstacleMed-1,PickedUp
284.8333,285.0667,Hand,FailOnTouchObstacleShort-1,LeftGate
284.8333,285.0667,Hand,FailOnTouchObstacleLong-1,RightGate
284.8445,285.0778,Hand,FailOnTouchObstacleMed-1,LeftGate
284.8778,285.3889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
284.8778,285.3889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
284.8889,286.0445,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
285.0111,285.9333,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
285.0111,285.9333,WristToElbow,FailOnTouchObstacleLong-1,RightGate
285.0222,285.9222,WristToElbow,FailOnTouchObstacleMed-1,LeftGate
285.5827,,Hand,Target,PickedUp
285.6444,286.0556,HandToWrist,FailOnTouchObstacleLong-1,RightGate
285.6444,286.0556,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
285.7556,286.3111,WristToElbow,FailOnTouchObstacleMed,RightGate
285.7556,286.3111,WristToElbow,FailOnTouchObstacleShort,RightGate
285.7556,286.3111,WristToElbow,FailOnTouchObstacleLong,LeftGate
285.8667,286.0667,Hand,FailOnTouchObstacleMed-1,LeftGate
285.8778,286.0778,Hand,FailOnTouchObstacleLong-1,RightGate
285.8778,286.0778,Hand,FailOnTouchObstacleShort-1,LeftGate
286.1889,286.4,HandToWrist,FailOnTouchObstacleLong,LeftGate
286.1889,286.4,HandToWrist,FailOnTouchObstacleMed,RightGate
286.1889,286.4,HandToWrist,FailOnTouchObstacleShort,RightGate
286.2667,286.4222,Hand,FailOnTouchObstacleShort,RightGate
286.2667,286.4222,Hand,FailOnTouchObstacleLong,LeftGate
286.2667,286.4222,Hand,FailOnTouchObstacleMed,RightGate
