start_time,end_time,dominant_object,non_dominant_object,interaction_type
1491.256,1491.5220000000002,Hand,FailOnTouchObstacleLong,RightGate
1491.3110000000001,1491.733,HandToWrist,FailOnTouchObstacleLong,RightGate
1491.4,1491.7220000000002,Hand,FailOnTouchObstacleMed,LeftGate
1491.4560000000001,1491.989,HandToWrist,FailOnTouchObstacleMed,LeftGate
1491.467,1491.9779999999998,WristToElbow,FailOnTouchObstacleLong,RightGate
1491.5439999999999,1491.933,Hand,FailOnTouchObstacleMed-1,RightGate
1491.611,1491.911,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1491.656,1491.878,WristToElbow,FailOnTouchObstacleMed,LeftGate
1491.8110000000001,1492.0,Hand,FailOnTouchObstacleMed,LeftGate
1491.8329999999999,1492.067,HandToWrist,FailOnTouchObstacleLong,RightGate
1491.944,1492.089,Hand,FailOnTouchObstacleLong,RightGate
1492.1779999999999,1493.967,Hand,FailOnTouchObstacleLong,RightGate
1492.245,1494.1,HandToWrist,FailOnTouchObstacleLong,RightGate
1492.411,1493.4560000000001,Hand,FailOnTouchObstacleMed,Pushed
1492.444,1493.422,Hand,FailOnTouchObstacleMed,RightGate
1492.599,1493.336,Hand,FailOnTouchObstacleMed,PickedUp
1493.078,1493.3670000000002,Hand,FailOnTouchObstacleMed,LeftGate
1493.856,1494.1329999999998,Hand,FailOnTouchObstacleMed,LeftGate
1493.922,1494.267,HandToWrist,FailOnTouchObstacleMed,LeftGate
1493.933,1496.1889999999999,WristToElbow,FailOnTouchObstacleLong,RightGate
1493.989,1494.2220000000002,Hand,FailOnTouchObstacleMed-1,RightGate
1494.033,1494.389,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1494.089,1496.111,WristToElbow,FailOnTouchObstacleMed,LeftGate
1494.1889999999999,1496.056,WristToElbow,FailOnTouchObstacleMed-1,RightGate
1494.3110000000001,1495.2779999999998,Hand,FailOnTouchObstacleShort-1,LeftGate
1494.356,1495.944,Hand,FailOnTouchObstacleShort,LeftGate
1494.378,1495.9560000000001,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
1494.422,1495.933,HandToWrist,FailOnTouchObstacleShort,LeftGate
1494.767,1495.8110000000001,Hand,FailOnTouchObstacleLong-1,RightGate
1494.8329999999999,1495.8,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
1495.211,1495.756,HandToWrist,FailOnTouchObstacleLong-1,RightGate
1495.2779999999998,1495.733,WristToElbow,FailOnTouchObstacleShort,LeftGate
1495.525,,Hand,Target,PickedUp
1495.7220000000002,1495.967,Hand,FailOnTouchObstacleShort-1,LeftGate
1495.9560000000001,1496.1329999999998,HandToWrist,FailOnTouchObstacleMed-1,RightGate
1496.011,1496.1779999999999,HandToWrist,FailOnTouchObstacleMed,LeftGate
1496.011,1496.1329999999998,Hand,FailOnTouchObstacleMed-1,RightGate
1496.067,1496.1889999999999,Hand,FailOnTouchObstacleMed,LeftGate
1496.1,1496.256,HandToWrist,FailOnTouchObstacleLong,RightGate
1496.145,1496.267,Hand,FailOnTouchObstacleLong,RightGate
